Reference	Localized Group	Message	Selections	
figs-explicit_4_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈસુનું જીવન પણ અમારા શરીરમાં પ્રગટ કરવામાં આવે;-1	
figs-explicit_4_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈસુની ખાતર-1	
figs-explicit_4_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પણ-1	
figs-explicit_4_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જીવન-1	
figs-explicit_4_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	{એ} જ વિશ્વાસનો આત્મા-1	
figs-explicit_4_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈસુની સાથે-1	
figs-explicit_4_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	સઘળા {વાના} તમારે સારુ છે-1	
figs-explicit_4_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કૃપા-1	
figs-explicit_4_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઘણાં {લોકો}ની મારફતે-1	
figs-explicit_4_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમે નાહિંમત થતાં નથી-1	
figs-explicit_4_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	બધીજ સરખામણી કરતા પર છે-1	
figs-explicit_4_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	નજર ન રાખતા-1	
figs-explicit_4_1__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમે નાહિંમત થતાં નથી.-1	
figs-explicit_4_2__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	શરમભરેલી ગુપ્ત વાતો-1	
figs-explicit_4_4__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આ જગતના દેવે-1	
figs-explicit_4_5__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈસુને લીધે-1	
figs-explicit_4_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તનાં મુખ પર-1	
figs-explicit_4_8__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	{ચોતરફથી}-1	
figs-explicit_5_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તના ન્યાયાસન આગળ-1	
figs-explicit_5_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	દરેકે-1 જે-1 ર્યું હશે-1	
figs-explicit_5_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જે-1 ભલું કે ભૂંડું-1	
figs-explicit_5_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમે ઈશ્વરને પ્રગટ થયેલા છીએ-1 તમારા અંતઃકરણોમાં પણ અમે પ્રગટ થયા છીએ-1	
figs-explicit_5_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ફરીથી-1	
figs-explicit_5_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	{તે} ઈશ્વરને અર્થે છે-1 {તે} તમારે અર્થે છે.-1	
figs-explicit_5_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	સર્વને વાસ્તે-1	
figs-explicit_5_15__-1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	વાસ્તે-1 વાસ્તે-2	
figs-explicit_5_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જેઓ જીવે છે-1	
figs-explicit_5_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તેઓ હવેથી પોતાને અર્થે નહિ, પણ તેને અર્થે જે-1	
figs-explicit_5_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	હવેથી-1 હવેથી-2	
figs-explicit_5_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જે જુનું હતું-1 નવું-1	
figs-explicit_5_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	સર્વ-1	
figs-explicit_5_1__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	સ્વર્ગમાં-1	
figs-explicit_5_20__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જાણે કે-1	
figs-explicit_5_20__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	વિનંતી કરતો હોય-1	
figs-explicit_5_20__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમે-2 આજીજી કરીએ છીએ-1	
figs-explicit_5_21__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જેણે પાપ જાણ્યું નહોતું-1	
figs-explicit_5_21__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આપણે વાસ્તે-1	
figs-explicit_5_5__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમને-1 તૈયાર કર્યા-1 છે}-1	
figs-explicit_5_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	શરીરમાં-1	
figs-explicit_5_7__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	વિશ્વાસથી-1 દ્રષ્ટિથી નહિ.-1	
